counter,t (in s),lat0 (in decimal degrees),long0 (in decimal degrees),roll (in rad),pitch (in rad),yaw (in rad),winddir (in rad),windspeed (in m/s),filteredwinddir (in rad),filteredwindspeed (in m/s),heading (in rad),theta (in rad),psi (in rad),latitude (in decimal degrees),longitude (in decimal degrees),x (in m),y (in m),ax (in m),ay (in m),bx (in m),by (in m),CurWP,wpslat[CurWP] (in decimal degrees),wpslong[CurWP] (in decimal degrees),e (in m),norm_ma (in m),norm_bm (in m),state,deltag (in rad),deltavmax (in rad),phi+gammabar (in rad)
89,119.9266,47.45943,-0.59244,-0.0042,0.086255,2.273746,4.312709,3.7,4.318427,3.130294,4.368559,-2.43864,0.393962,47.45943,-0.59243,0.375901,-0.55598,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.177,337.1095,356.7776,0,-0.7,0.867208,-0.74842
90,120.4263,47.45943,-0.59244,-0.00335,0.086634,2.273789,4.310963,3.6,4.318351,3.134991,4.363323,-2.4386,0.394038,47.45943,-0.59243,0.375901,-0.55598,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.177,337.1095,356.7776,0,-0.7,0.867142,-0.74842
91,120.9265,47.45943,-0.59244,-0.00362,0.086031,2.27394,4.328417,3.7,4.318453,3.140641,4.37554,-2.43845,0.393936,47.45943,-0.59243,0.375901,-0.55598,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.177,337.1095,356.7776,0,-0.7,0.867232,-0.74842
92,121.4278,47.45943,-0.59244,-0.00331,0.085502,2.274249,4.344125,3.6,4.318711,3.145235,4.387758,-2.43814,0.393678,47.45943,-0.59243,0.375901,-0.55598,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.177,337.1095,356.7776,0,-0.7,0.86746,-0.74842
93,121.9265,47.45943,-0.59244,-0.00362,0.085306,2.274744,4.330162,3.5,4.318827,3.148783,4.380776,-2.43765,0.393562,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.867562,-0.74842
94,122.427,47.45943,-0.59244,-0.00362,0.08493,2.274832,4.295255,3.4,4.318589,3.151295,4.37554,-2.43756,0.3938,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.867352,-0.74842
95,122.9267,47.45943,-0.59244,-0.00273,0.08462,2.274569,4.272566,3.3,4.318126,3.152782,4.37554,-2.43782,0.394263,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.866943,-0.74842
96,123.4265,47.45943,-0.59244,-0.00255,0.0846,2.275372,4.194026,3.1,4.31688,3.152254,4.338889,-2.43702,0.395509,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.865842,-0.74842
97,123.9268,47.45943,-0.59244,-0.00258,0.08458,2.275072,4.092797,3.1,4.314642,3.151731,4.24115,-2.43732,0.397747,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.863865,-0.74842
98,124.4264,47.45943,-0.59244,-0.00321,0.084587,2.275238,4.007276,3.1,4.311595,3.151214,4.13643,-2.43715,0.400794,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.861172,-0.74842
99,124.9268,47.45943,-0.59244,-0.00285,0.084097,2.275733,3.86765,3,4.307264,3.149702,3.947935,-2.43666,0.405125,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.857345,-0.74842
100,125.431,47.45943,-0.59244,-0.00288,0.083845,2.275333,3.827507,3,4.302606,3.148205,3.843215,-2.43706,0.409783,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.853226,-0.74842
101,125.9269,47.45943,-0.59244,-0.00316,0.084939,2.2751,3.757694,2.9,4.297367,3.145723,3.665191,-2.43729,0.415022,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.848593,-0.74842
102,126.4263,47.45943,-0.59244,-0.00334,0.08505,2.275003,3.733259,2.7,4.291956,3.141266,3.55,-2.43739,0.420433,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.843806,-0.74842
103,126.9267,47.45943,-0.59244,-0.00382,0.084889,2.27484,3.776893,2.6,4.286964,3.135853,3.488913,-2.43755,0.425425,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.83939,-0.74842
104,127.4264,47.45943,-0.59244,-0.00405,0.085929,2.275079,3.86765,2.6,4.282836,3.130494,3.49764,-2.43731,0.429553,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.835736,-0.74842
105,127.9268,47.45943,-0.59244,-0.00298,0.086533,2.275456,3.981096,2.6,4.279821,3.12519,3.52731,-2.43693,0.432568,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.833068,-0.74842
106,128.4264,47.45943,-0.59244,-0.00236,0.086824,2.276103,4.101524,2.6,4.278022,3.119938,3.577925,-2.43629,0.434367,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.831476,-0.74842
107,128.9313,47.45943,-0.59244,-0.00225,0.08796,2.276514,4.216715,2.6,4.277401,3.114738,3.637266,-2.43588,0.434988,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.830926,-0.74842
108,129.4266,47.45943,-0.59244,-0.00264,0.087989,2.276014,4.297001,2.5,4.2776,3.108591,3.691371,-2.43638,0.434789,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.831102,-0.74842
109,129.9265,47.45943,-0.59244,-0.00266,0.087856,2.275895,4.457571,2.3,4.279415,3.100505,3.810054,-2.43649,0.432974,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.832709,-0.74842
110,130.4268,47.45943,-0.59244,-0.0024,0.088227,2.276279,4.623377,2.1,4.282836,3.0905,3.920009,-2.43611,0.429553,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.835737,-0.74842
111,130.9313,47.45943,-0.59244,-0.0014,0.088417,2.276967,4.726352,1.8,4.287194,3.077595,4.009021,-2.43542,0.425195,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.839592,-0.74842
112,131.4314,47.45943,-0.59244,-0.00136,0.087984,2.277249,4.90263,1.6,4.293066,3.062819,4.117232,-2.43514,0.419323,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.844788,-0.74842
113,131.9278,47.45943,-0.59244,-0.0022,0.087946,2.277131,5.077163,1.5,4.300269,3.047191,4.251622,-2.43526,0.41212,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.851159,-0.74842
114,132.4265,47.45943,-0.59244,-0.00281,0.088173,2.276482,5.286602,1.5,4.308813,3.031719,4.396484,-2.43591,0.403576,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.858713,-0.74842
115,132.9267,47.45943,-0.59244,-0.00337,0.087667,2.276635,5.471607,1.4,4.318272,3.015402,4.544837,-2.43575,0.394117,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.867072,-0.74842
116,133.4267,47.45943,-0.59244,-0.00286,0.087374,2.277792,5.607743,1.4,4.328243,2.999248,4.646066,-2.4346,0.384146,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.875875,-0.74842
117,133.9276,47.45943,-0.59244,-0.00374,0.08761,2.277425,5.700245,1.3,4.338498,2.982255,4.686209,-2.43496,0.373891,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.884921,-0.74842
118,134.4267,47.45943,-0.59244,-0.00444,0.087814,2.276749,5.85907,1.1,4.349045,2.963433,4.696681,-2.43564,0.363344,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.894214,-0.74842
119,134.927,47.45943,-0.59244,-0.0045,0.087441,2.277275,5.948082,1.1,4.359711,2.944798,4.69319,-2.43511,0.352678,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.903598,-0.74842
120,135.4266,47.45943,-0.59244,-0.00428,0.087203,2.277396,6.000442,1,4.37047,2.92535,4.691445,-2.43499,0.341919,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.913049,-0.74842
121,135.9281,47.45943,-0.59244,-0.00401,0.08745,2.276996,6.101671,1,4.381243,2.906097,4.684464,-2.43539,0.331146,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.922495,-0.74842
122,136.4314,47.45943,-0.59244,-0.00396,0.087947,2.278007,6.12436,1,4.392122,2.887036,4.682718,-2.43438,0.320267,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.932015,-0.74842
123,136.9315,47.45943,-0.59244,-0.00444,0.087624,2.278213,6.143559,0.9,4.403117,2.867166,4.682718,-2.43418,0.309272,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.941615,-0.74842
124,137.4316,47.45943,-0.59244,-0.00278,0.076305,2.309541,6.223844,0.9,4.414085,2.847494,4.651302,-2.40285,0.298304,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.951169,-0.74842
125,137.9316,47.45943,-0.59244,0.000825,0.02199,2.438224,6.017895,0.9,4.425517,2.828019,4.555309,-2.27417,0.286872,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.9611,-0.74842
126,138.4315,47.45943,-0.59244,0.014418,-0.02483,2.611819,5.918411,1,4.437025,2.809739,4.452335,-2.10057,0.275364,47.45943,-0.59243,0.375901,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.179,337.1681,356.699,0,-0.7,0.971067,-0.74842
127,138.9333,47.45943,-0.59244,0.012327,-0.04298,2.723718,6.078982,0.7,4.448663,2.788641,4.321435,-1.98867,0.263726,47.45943,-0.59243,0.877103,-0.55598,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.675,336.634,356.3237,0,-0.7,0.981114,-0.74842
128,139.4315,47.45943,-0.59244,0.021876,-0.08943,2.907954,5.825909,0.6,4.460202,2.766755,4.171337,-1.80444,0.252187,47.45943,-0.59243,0.877103,-0.55598,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.675,336.634,356.3237,0,-0.7,0.991041,-0.74842
129,139.9285,47.45943,-0.59244,0.024557,-0.08023,3.068073,5.48906,0.8,4.470315,2.747087,4.031711,-1.64432,0.242074,47.45943,-0.59242,1.002403,-0.55598,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.55,336.5151,356.2103,0,-0.54654,0.999711,-0.74842
130,140.4315,47.45943,-0.59244,0.029622,-0.0857,-3.03226,5.356415,0.9,4.479481,2.728617,3.824016,-1.46146,0.232908,47.45943,-0.59242,1.002403,-0.55598,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.55,336.5151,356.2103,0,-0.4579,1.007543,-0.74842
131,140.927,47.45943,-0.59244,0.029465,-0.10327,-2.84573,5.073672,0.9,4.486107,2.71033,3.645993,-1.27494,0.226282,47.45943,-0.59242,1.002403,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.552,336.5738,356.1316,0,-0.35177,1.01319,-0.74842
132,141.4269,47.45943,-0.59244,0.030904,-0.09352,-2.68289,4.897394,0.9,4.490835,2.692227,3.518584,-1.11209,0.221554,47.45943,-0.59242,1.002403,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.552,336.5738,356.1316,0,-0.249,1.01721,-0.74842
133,141.9279,47.45943,-0.59244,0.031144,-0.08083,-2.5198,4.708898,0.9,4.493389,2.674305,3.363249,-0.94901,0.219,47.45943,-0.59242,1.127704,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.427,336.4549,356.0181,0,-0.13947,1.019379,-0.74842
134,142.4316,47.45943,-0.59244,0.030431,-0.07062,-2.37075,4.560545,0.9,4.49418,2.656562,3.234095,-0.79996,0.218209,47.45943,-0.59242,1.127704,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.427,336.4549,356.0181,0,-0.03606,1.02005,-0.74842
135,142.9316,47.45943,-0.59244,0.035991,-0.07809,-2.20139,4.39823,0.6,4.493053,2.635996,3.087487,-0.6306,0.219336,47.45942,-0.59242,1.378305,-1.11195,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.181,336.335,355.634,0,0.082284,1.019093,-0.74842
136,143.4269,47.45943,-0.59244,0.038682,-0.08557,-2.05226,4.408702,0.6,4.492063,2.615636,2.907719,-0.48147,0.220326,47.45942,-0.59242,1.378305,-1.11195,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.181,336.335,355.634,0,0.184654,1.018253,-0.74842
137,143.9269,47.45943,-0.59244,0.03948,-0.07853,-1.93391,4.457571,0.7,4.491659,2.59648,2.640683,-0.36312,0.22073,47.45942,-0.59242,1.378305,-1.11195,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.181,336.335,355.634,0,0.263086,1.01791,-0.74842
138,144.4317,47.45943,-0.59244,0.041331,-0.06941,-1.81474,4.248131,0.7,4.488836,2.577515,2.214823,-0.24395,0.223553,47.45942,-0.59242,1.378305,-1.11195,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.181,336.335,355.634,0,0.338341,1.015511,-0.74842
139,144.9318,47.45943,-0.59244,0.042027,-0.05321,-1.71123,4.356342,0.7,4.487291,2.55874,1.663299,-0.14044,0.225098,47.45942,-0.59242,1.503605,-1.11195,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.056,336.2162,355.5205,0,0.399847,1.014197,-0.74842
140,145.4268,47.45943,-0.59244,0.042043,-0.05299,-1.56045,4.221951,0.8,4.48423,2.541152,1.22173,0.010344,0.228159,47.45942,-0.59242,1.503605,-1.11195,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.056,336.2162,355.5205,0,0.481616,1.011591,-0.74842
141,145.9269,47.45943,-0.59244,0.044654,-0.07466,-1.423,4.187045,0.9,4.480815,2.524741,0.959931,0.147801,0.231574,47.45942,-0.59242,1.628905,-1.29727,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-319.933,336.1565,355.3285,0,0.546679,1.008681,-0.74842
142,146.4271,47.45943,-0.59244,0.043161,-0.0864,-1.32335,4.068362,1,4.476144,2.509493,0.71384,0.24745,0.236245,47.45942,-0.59242,1.628905,-1.29727,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-319.933,336.1565,355.3285,0,0.587461,1.004694,-0.74842
143,146.9283,47.45943,-0.59244,0.042779,-0.10095,-1.21694,3.698353,0.8,4.467953,2.492399,0.588176,0.353857,0.244436,47.45942,-0.59242,1.127704,-1.29727,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.434,336.6316,355.7825,0,0.7,0.997688,-0.74842
144,147.4272,47.45943,-0.59244,0.044212,-0.11376,-1.124,3.515093,0.8,4.458408,2.475475,0.472984,0.446799,0.253981,47.45942,-0.59242,1.127704,-1.29727,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.434,336.6316,355.7825,0,0.7,0.9895,-0.74842
145,147.9271,47.45943,-0.59244,0.042124,-0.12734,-1.01594,3.474951,0.8,4.448626,2.45872,0.403171,0.554858,0.263763,47.45942,-0.59243,0.751802,-1.29727,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.81,336.9879,356.1231,0,0.7,0.981082,-0.74842
146,148.4316,47.45943,-0.59244,0.039833,-0.1384,-0.88792,3.351032,0.6,4.438118,2.440133,0.324631,0.682873,0.274271,47.45942,-0.59243,0.751802,-1.29727,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.81,336.9879,356.1231,0,0.7,0.972012,-0.74842
147,148.927,47.45943,-0.59244,0.038727,-0.12489,-0.71479,3.270747,0.5,4.427202,2.420731,0.197222,0.856003,0.285187,47.45942,-0.59243,0.501202,-1.4826,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.063,337.2845,356.272,0,0.7,0.962562,-0.74842
148,149.4318,47.45943,-0.59244,0.038236,-0.12753,-0.55241,3.01942,0.4,4.415397,2.400524,0.136136,1.018383,0.296992,47.45942,-0.59243,0.501202,-1.4826,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.063,337.2845,356.272,0,0.7,0.95231,-0.74842
149,149.9272,47.45943,-0.59244,0.038209,-0.10639,-0.34552,3.452261,0.3,4.405544,2.379519,0.05236,1.22528,0.306845,47.45942,-0.59243,0.375901,-1.4826,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.188,337.4032,356.3856,0,0.7,0.943732,-0.74842
150,150.427,47.45943,-0.59244,0.035792,-0.09178,-0.14879,3.558726,0.2,4.396535,2.357724,6.270968,1.42201,0.315854,47.45942,-0.59243,0.375901,-1.4826,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.188,337.4032,356.3856,0,0.7,0.935871,-0.74842
151,150.9272,47.45943,-0.59244,0.031374,-0.08702,0.032082,3.110177,0,4.384916,2.334146,6.127851,1.602878,0.327473,47.45942,-0.59243,0.501202,-1.29727,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.061,337.2255,356.3503,0,0.7,0.925712,-0.74842
152,151.4276,47.45943,-0.59244,0.026292,-0.07606,0.217498,0.261799,0.1,4.39515,2.311805,5.98997,1.788294,0.317239,47.45942,-0.59243,0.501202,-1.29727,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.061,337.2255,356.3503,0,0.7,0.934662,-0.74842
153,151.922,47.45943,-0.59244,0.020872,-0.05743,0.406141,5.733407,0.2,4.407215,2.290687,5.864306,1.976938,0.305174,47.45942,-0.59243,0.375901,-1.29727,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.186,337.3443,356.4638,0,0.7,0.945188,-0.74842
154,152.433,47.45943,-0.59244,0.017529,-0.03455,0.57507,5.396558,0.2,4.417608,2.26978,5.67232,2.145866,0.294781,47.45942,-0.59243,0.375901,-1.29727,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.186,337.3443,356.4638,0,0.7,0.954233,-0.74842
155,152.9318,47.45943,-0.59244,0.013122,-0.04978,0.704527,5.45939,0.2,4.428385,2.249082,5.543166,2.275324,0.284004,47.45942,-0.59243,0.250601,-1.29727,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.311,337.4631,356.5774,0,0.7,0.963587,-0.74842
156,153.4327,47.45943,-0.59244,0.011511,-0.03431,0.877486,5.448918,0.3,4.439062,2.229591,5.516986,2.448282,0.273327,47.45942,-0.59243,0.250601,-1.29727,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.311,337.4631,356.5774,0,-0.7,0.972828,-0.74842
157,153.9269,47.45943,-0.59244,0.011995,-0.03504,1.05926,5.841617,0.3,4.451508,2.210295,5.578072,2.630056,0.260881,47.45942,-0.59243,0.250601,-1.4826,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.313,337.522,356.4992,0,-0.7,0.983565,-0.74842
158,154.432,47.45943,-0.59244,0.010711,-0.08191,1.187642,6.17672,0.4,4.464132,2.192192,5.653121,2.758438,0.248257,47.45942,-0.59243,0.250601,-1.4826,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.313,337.522,356.4992,0,-0.7,0.994414,-0.74842
159,154.9271,47.45943,-0.59244,0.007131,-0.12331,1.206136,0.099484,0.6,4.476318,2.176271,5.6985,2.776932,0.236071,47.45942,-0.59243,0.250601,-1.66792,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.316,337.581,356.4211,0,-0.7,1.004843,-0.74842
160,155.4225,47.45943,-0.59244,0.004415,-0.14401,1.173749,0.083776,0.6,4.488796,2.160508,5.775294,2.744545,0.223593,47.45942,-0.59243,0.250601,-1.66792,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.316,337.581,356.4211,0,-0.7,1.015477,-0.74842
161,155.9219,47.45943,-0.59244,0.001093,-0.15133,1.075845,0.305433,0.9,4.500336,2.147903,5.787512,2.646641,0.212053,47.45941,-0.59243,0.626502,-2.03857,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.945,337.3432,355.924,0,-0.7,1.025267,-0.74842
162,156.4271,47.45943,-0.59244,-0.00116,-0.13652,0.937718,0.150098,0.9,4.513022,2.135424,5.729916,2.508514,0.199367,47.45941,-0.59243,0.626502,-2.03857,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.945,337.3432,355.924,0,-0.7,1.035978,-0.74842
163,156.922,47.45943,-0.59244,0.001139,-0.10284,0.801524,5.972517,0.9,4.526618,2.123069,5.588544,2.37232,0.185771,47.45941,-0.59243,0.751803,-2.03857,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.819,337.2244,355.8104,0,0.7,1.047394,-0.74842
164,157.432,47.45943,-0.59244,0.001712,-0.05885,0.60025,6.106907,0.9,4.540436,2.110839,5.43321,2.171046,0.171953,47.45941,-0.59243,0.751803,-2.03857,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.819,337.2244,355.8104,0,0.7,1.058927,-0.74842
165,157.9274,47.45943,-0.59244,0.002911,-0.05115,0.363604,0.516617,0.9,4.55131,2.09873,5.417502,1.9344,0.161079,47.45942,-0.59243,0.375901,-1.4826,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.188,337.4032,356.3856,0,0.7,1.06795,-0.74842
166,158.4283,47.45943,-0.59244,0.008046,-0.05706,0.197368,0.53058,0.8,4.562366,2.085743,5.557128,1.768164,0.150023,47.45942,-0.59243,0.375901,-1.4826,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.188,337.4032,356.3856,0,0.7,1.077074,-0.74842
167,158.9275,47.45943,-0.59244,0.01034,-0.06244,0.044884,0.626573,0.5,4.572814,2.069886,5.696755,1.61568,0.139575,47.45942,-0.59243,0.501202,-1.11195,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.058,337.1666,356.4286,0,0.7,1.08565,-0.74842
168,159.4273,47.45943,-0.59244,0.009768,-0.0792,-0.08198,0.453786,0.4,4.585182,2.053187,5.817182,1.488813,0.127207,47.45942,-0.59243,0.501202,-1.11195,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.058,337.1666,356.4286,0,0.7,1.095739,-0.74842
169,159.9276,47.45943,-0.59244,0.015285,-0.10733,-0.11501,6.065019,0.1,4.600166,2.033655,5.900958,1.455792,0.112223,47.45943,-0.59243,0.626502,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.928,336.9303,356.472,0,0.7,1.107869,-0.74842
170,160.4319,47.45943,-0.59244,0.019816,-0.12788,-0.17674,4.701917,0.1,4.601687,2.014318,5.942846,1.394061,0.110702,47.45943,-0.59243,0.626502,-0.7413,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.928,336.9303,356.472,0,0.7,1.109094,-0.74842
171,160.9277,47.45943,-0.59244,0.01813,-0.132,-0.2329,3.434808,0,4.587864,1.994175,6.005678,1.337893,0.124525,47.45943,-0.59243,0.751802,-0.55598,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.801,336.7528,356.4372,0,0.7,1.097918,-0.74842
172,161.4321,47.45943,-0.59244,0.029403,-0.11631,-0.21421,1.851794,0.1,4.58179,1.975233,6.030113,1.356584,0.130599,47.45943,-0.59243,0.751802,-0.55598,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.801,336.7528,356.4372,0,0.7,1.092978,-0.74842
173,161.9321,47.45943,-0.59244,0.02546,-0.09659,-0.20405,2.464405,0.7,4.568394,1.962481,6.037094,1.366751,0.143994,47.45943,-0.59243,0.877103,0.185325,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.666,336.4003,356.6391,0,0.7,1.082028,-0.74842
174,162.4321,47.45943,-0.59244,0.02981,-0.1083,-0.22594,2.534218,0.7,4.554127,1.949856,6.012659,1.344854,0.158262,47.45943,-0.59243,0.877103,0.185325,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.666,336.4003,356.6391,0,0.7,1.070279,-0.74842
175,162.9324,47.45943,-0.59244,0.015896,-0.10756,-0.28946,2.720968,1,4.538504,1.940358,6.052802,1.28134,0.173885,47.45944,-0.59242,1.127703,1.111949,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.404,335.8722,356.8087,0,0.7,1.057319,-0.74842
176,163.4328,47.45943,-0.59244,0.018482,-0.13891,-0.31829,2.832669,1.1,4.52228,1.931954,6.059783,1.252507,0.190109,47.45944,-0.59242,1.127703,1.111949,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.404,335.8722,356.8087,0,0.7,1.043759,-0.74842
